id,title,short_desc,zone,infos,services,contact,address,mail,phone,openinghours,interneturl,appointmenturl,virtualvisiturl,bookingurl,troubleshootingurl,geocalisation,photo,regions,Surface,Max Surface,Min Surface,Mean Surface
845,Résidence Les Courtines,À proximité de,TROYES - Centre,"Localisation

Située en centre-ville, la résidence est à proximité du campus universitaire des Comtes de Champagne et de l’école supérieure de design. La maison de l’étudiant est dans les murs et le Resto U’ Les Courtines en face.  
  
  

Description

La Résidence comprend 43 T1 et 1 T1Bis , équipés (Cuisine, WC, Douche, Lavabo). 
   
   

Accès

Bus : lignes 7, Arrêt - L'Isle 
  
  
  

Types de logements



DénominationLoyer *

T1
337 €


T1Bis
354 €



* Loyer toutes charges comprises (eau, EDF, chauffage, Internet) 
 
NOTE D'INFORMATION","Ascenceur
 Accessibilité PMR
 Parking couvert (payant)
 WiFi smartcampus
 Restaurant
 Salle TV","Résidence Les Courtines
 6, rue de la petite courtine10000 Troyes 
 Téléphone : 03 25 40 06 24 E-mail : residence-courtines@crous-reims.fr 
   
 Secretariat ouvert du lundi au vendredi09h - 12h30 et 14h - 17h30(sauf vendredi 09h - 12h30 et 13h30 - 17h)","6, rue de la petite courtine 10000 Troyes",residence-courtines@crous-reims.fr,03 25 40 06 24,,https://www.crous-reims.fr/,https://www.crous-reims.fr/,,https://trouverunlogement.lescrous.fr,https://www.crous-reims.fr/,"48.300037384,4.0843539238",https://admin-v2.crous-mobile.fr//media/files/CROUS%20REIMS/MK_6213---v2.jpg,Grand Est,[],,,
851,Résidence La Graviere,À proximité de la Gare,CHARLEVILLE - Gare,"Localisation

Proche de la gare SNCF, la résidence bénéficie des nombreuses lignes de bus accessibles depuis la gare, notamment pour se rendre sur le campus Sup Ardennes. 
   
   

Description

La Résidence comprend 42 T1 de 20 m2. 
  
  

Accès

Lignes 1, 2, 2C, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17, A1, A2 - arrêt gare centrale 
   
   

Types de logements



DénominationLoyer *

T1
348 €



* Loyer  charges comprises (eau, Internet)","Accessibilité PMR
 Parking
 WiFi smartcampus
 Laverie","Residence La Graviere
 36, rue de la Gravières08000 Charleville-Mezieres 
 Téléphone : 03 24 59 11 95 E-mail : residence-graviere@crous-reims.fr 
   
 Secretariat à la Maison de l'Etudiant38 rue de Montjoly, 08000 Charleville-Mezieresouvert du lundi au vendredi8h - 17h","36, rue de la Gravières 08000 Charleville-Mezieres",residence-graviere@crous-reims.fr,03 24 59 11 95,,https://www.crous-reims.fr/,https://www.crous-reims.fr/,,https://www.crous-reims.fr/,https://www.crous-reims.fr/,"49.7698020935,4.725039959",https://admin-v2.crous-mobile.fr//media/house/thumb/20210325_Graviere-facade.jpg,Grand Est,[20.0],20.0,20.0,20.0
716,La Chapelle,Située dans le centre ville,Châteauroux et Issoudun,17 T1 de 20 m². 1 T1 bis de 30 m². Bus: 1-3 - arrêt Place Lafayette Le secrétariat de la résidence est situé à l'antenne du CROUS (78 espace Mendès-France - 36000 Châteauroux).,internet,"""La Chapelle"" 4 rue des Etats-Unis 36000 Châteauroux tel : 02 54 22 95 06 fax : 02 54 60 19 38 mél : chateauroux@crous-orleans-tours.fr",4 rue des Etats-Unis  36000 Châteauroux,chateauroux@crous-orleans-tours.fr,02 54 22 95 06,,http://www.crous-orleans-tours.fr/,http://www.crous-orleans-tours.fr/,,https://www.crous-orleans-tours.fr/logements/paiement-de-la-reservation-caution/,http://www.crous-orleans-tours.fr/,"46.8142776489,1.6971490383",https://admin-v2.crous-mobile.fr//media/crous-images/chateauroux_la_chapelle1.jpg,Centre-Val de Loire,"[20.0, 30.0]",30.0,20.0,25.0
721,Aristote,"Sur le campus, à proximité des collegiums Lettres,Langues et Sciences Humaines, Sciences et Techniques et Polytech Vinci.",Orléans,"223 T1 de 24 m². 21 T1 bis de 32 m². 8 T2 de 37 à 46 m². Bus : 7-13 Tram : Ligne A, Arrêt Université-Indien Le secrétariat de la résidence est situé au bâtiment Les hêtres des résidences du Campus (5 rue de Tours).","local vélo, laverie, internet, accès handicapés.","""Aristote"" 1,5,7 esplanade de l'Université 45100 Orléans tel : 02 38 49 89 70  mél : hebergement_orleans@crous-orleans-tours.fr","1,5,7 esplanade de l'Université  45100 Orléans",hebergement_orleans@crous-orleans-tours.fr,02 38 49 89 70,,http://www.crous-orleans-tours.fr/,http://www.crous-orleans-tours.fr/,,,http://www.crous-orleans-tours.fr/,"47.8407402039,1.9358650446",https://admin-v2.crous-mobile.fr//media/crous-images/orl_aristote1.jpg,Centre-Val de Loire,"[24.0, 32.0, 46.0]",46.0,24.0,34.0
729,Sanitas,Centre ville. Près du Clous et de la gare,Tours,"127 chambres Simple de 9 m². Bus : 7 - 10 Arrêt ""Sanitas"" 
 Le secrétariat de la résidence est situé à la résidence Rabelais (11 rue du Plat d’Étain).","local vélo, salle de travail, gardien, laverie, internet.",SanitasBP 4130 Boulevard de Lattre de Tassigny 37000 tours tel : 02 47 60 17 60 fax : 02 47 60 17 50 mél : tours.centre-ville@crous-orleans-tours.fr,BP 4130 Boulevard de Lattre de Tassigny  37000 tours,tours.centre-ville@crous-orleans-tours.fr,02 47 60 17 60,,http://www.crous-orleans-tours.fr/,http://www.crous-orleans-tours.fr/,,https://www.crous-orleans-tours.fr/logements/paiement-de-la-reservation-caution/,http://www.crous-orleans-tours.fr/,"47.3820075989,0.6968349814",,Centre-Val de Loire,[9.0],9.0,9.0,9.0
731,Christophe Colomb,Centre ville,Tours,"75 chambres Confort de 14 m². Equipées d'une cabine Douche-WC-Lavabo et d'un frigo. 
 13 studios de 32 m². Equipés d'une cuisine et d'une cabine Douche-WC-Lavabo. 6 Cuisines communes. salle TV. 
 Le secrétariat de la résidence est situé à la résidence Rabelais (11 rue du Plat d’Étain).","local vélo, laverie, internet.",Christophe Colomb21 rue Christophe Colomb 37000 Tours tel : 02 47 60 17 60 fax : 02 47 60 17 50 mél : tours.centre-ville@crous-orleans-tours.fr,21 rue Christophe Colomb  37000 Tours,tours.centre-ville@crous-orleans-tours.fr,02 47 60 17 60,,http://www.crous-orleans-tours.fr/,http://www.crous-orleans-tours.fr/,,https://www.crous-orleans-tours.fr/logements/paiement-de-la-reservation-caution/,http://www.crous-orleans-tours.fr/,"47.3786659241,0.7010189891",,Centre-Val de Loire,"[14.0, 32.0]",32.0,14.0,23.0
741,Merleau Ponty,Située près de l'antenne scientifique,Chartres,"38 T1 de 18 m². 5 T1 de 19 m². 3 T1 de 24 m². 4 T1 bis de 35 m². Bus : ligne 1, arrêt les comtesses","local vélo, laverie, internet.",Merleau Ponty  8 place François Rabelais 28000 Chartres tel : 02 37 90 70 30 fax : 02 37 30 78 99 mél : chartres@crous-orleans-tours.fr,8 place François Rabelais  28000 Chartres,chartres@crous-orleans-tours.fr,02 37 90 70 30,,http://www.crous-orleans-tours.fr/,http://www.crous-orleans-tours.fr/,,https://www.crous-orleans-tours.fr/logements/paiement-de-la-reservation-caution/,http://www.crous-orleans-tours.fr/,"48.4345664978,1.4831299782",https://admin-v2.crous-mobile.fr//media/crous-images/Res_merleau_ponty.jpg,Centre-Val de Loire,"[18.0, 19.0, 24.0, 35.0]",35.0,18.0,24.0
680,Baie des Anges,campus de Lettres,Nice,"Type de résidence : traditionnelle réhabilitée Année de construction / de réhabilitation : 1967 / 2010 Située à proximité de : campus Carlone (lettres, sciences humaines et arts) Desservie par les transports : Bus n° 6 Croix de Berra - Magnan, arrêt Saint Honoré Capacité : 509 lits♿ Nombre de logements PMR : 8
Type de logement : 55 STUDETTES de 13m2 - 1 persMontant de la redevance inchangé depuis le 1er septembre 2016 (avant déduction de l'aide au logement) - ALS) : 

278€/mois

 Equipement : kitchenette, évier, réfrigérateur, plaque de cuisson | Sanitaires : lavabo, douche, WC individuel | Mobilier : lit une place, bureau, chaise, placard | Installations : accès internet filaire 
   
 Type de logement : 454 CHAMBRES RENOVEES de 9m2 - 1 pers Montant de la redevance inchangé depuis le 1er septembre 2016 (avant déduction de l'aide au logement - ALS) : 

249€/mois

 Equipement : réfrigérateur individuel, cuisine collective avec évier, plaque de cuisson, four micro-ondes | Sanitaires : lavabo, douche, WC | Mobilier : lit une place, bureau, chaise, placard | Installations : accès internet filaire 
   
 Espace commun : salle de théâtre, foyer, salle de sports (temporairement fermée), distributeurs automatiques de boissons | restauration (cafétéria et resto U Carlone) et piscine Fielding à proximité","Connexion Internet
 Salle Informatique
 Agent de veille et de sécurité
 Aménagements pour personnes à mobilité réduite
 Douche individuelle","Résidence universitaire Baie des Anges
 55 route de Saint Antoine de Ginestière 06200 Nice 
 Téléphone : 04 92 15 81 01 E-mail : baiedesanges@crous-nice.fr",55 route de Saint Antoine de Ginestière 06200 Nice,baiedesanges@crous-nice.fr,0492158101,<p>12</p>,https://www.crous-nice.fr/,https://www.crous-nice.fr/,,https://trouverunlogement.lescrous.fr/,https://www.crous-nice.fr/,"43.6935272217,7.2364416122",https://ephoto.nuonet.fr/publication/BjMKOwxnUHZVKlA0Dz8DPwczBiVUMwIsCTM?id=g5l5koo2444bn&s=4&bg=000000&t=1&a=0&f=1&skin=Html,Provence-Alpes-Côte d'Azur,"[13.0, 9.0]",13.0,9.0,11.0
688,Saint Antoine,Proche du campus de Lettres,Nice,"Type de résidence : traditionnelle réhabilitée Année de construction / de réhabilitation : 1970 / 2012 Située à proximité de : campus Carlone (lettres, sciences humaines et arts) Desservie par les transports : Bus n° 6 croix de Berra - Magnan, arrêt Résidence universitaire Capacité : 358 lits ♿ Nombre de logements PMR : 1 
 Type de logement : 354 CHAMBRES RENOVEES de 9 m2 - 1 pers Montant de la redevance inchangé depuis le 1er septembre 2016 (avant déduction de l’aide au logement - ALS) : 

249€/mois

 Equipement : petit réfrigérateur individuel, kitchenette collective, évier collectif | Sanitaires : lavabo, douche, WC individuel | Mobilier : lit une place, bureau, chaise ou tabouret, placard | Installations : prise TV commune, accès internet filaire inclus 
 Type de logement : 4 STUDETTES de 18 m2 - 1 pers Montant de la redevance inchangé depuis le 1er septembre 2016 (avant déduction de l’aide au logement - ALS) : 

278€/mois

 Equipement : kitchenette, évier, réfrigérateur, plaque de cuisson | Sanitaires : lavabo, douche, WC individuel | Mobilier : lit une place, bureau, chaise ou tabouret, placard | Installations : accès internet filaire inclus 
 Espace commun : café-théâtre, foyer, salle de musculation (temporairement fermée), salle informatique | Vidéo surveillance et contrôle d'accès | Distributeur automatique de boissons et friandises, restauration à proximité","Connexion Internet
 Salle Informatique
 Cuisine Commune
 Agent de veille et de sécurité
 Parking
 Laverie
 Salle TV","Résidence universitaire Saint Antoine
 69 route de Saint Antoine de Ginestière 06200 Nice 
 Téléphone : 04 93 97 76 10 E-mail : saintantoine@crous-nice.fr",69 route de Saint Antoine de Ginestière 06200 Nice,saintantoine@crous-nice.fr,04 93 97 76 10,,https://www.crous-nice.fr/,https://www.crous-nice.fr/,,https://trouverunlogement.lescrous.fr/,https://www.crous-nice.fr/,"43.6935462952,7.2329955101",https://ephoto.nuonet.fr/publication/ATQDMls2BSMBPgUuBXYELgI8UnEAZwMtCTUINgIz?id=x3ruipy5oa77p&s=4&bg=000000&t=1&a=0&f=1&skin=Html,Provence-Alpes-Côte d'Azur,"[9.0, 18.0]",18.0,9.0,13.5
1313,Nouvelle vague (ex Bastide Rouge),Résidence étudiante située au coeur du campus Georges Méliès à Cannes et construite en 2022,Cannes,"Type de résidence : conventionnée (construction neuve), bâtiment ""bioclimatique"" dans lequel 100% des chambres bénéficient d'une double orientation qui permet une ventilation naturelle. Année de construction / de réhabilitation : 2022 Située à proximité de : campus Georges Méliès Desservie par les transports : Bus lignes Palm Express A - 1 - 17 - R4 (arrêt Saint Cassien) Capacité : 173 lits♿ Nombre de logements PMR : 11
Type de logement : 165 T1 de 20m2 - 1 persMontant de la redevance à partir de septembre 2022 (avant déduction de l'aide au logement) - ALS) : 

380€/mois toutes charges comprises (eau, électricité, chauffage, Internet)

 Equipement : kitchenette, évier, réfrigérateur, plaque de cuisson | Sanitaires : lavabo, douche, WC individuel | Mobilier : lit une place, bureau, chaise, placard | Installations : accès internet WiFi 
   
 Type de logement : 6 T2 de 30m2 - 1 pers Montant de la redevance à partir de septembre 2022 (avant déduction de l'aide au logement - ALS) : 

500€/mois toutes charges comprises (eau, électricité, chauffage, Internet)

 Equipement : kitchenette, évier, réfrigérateur, plaque de cuisson | Sanitaires : lavabo, douche, WC individuel | Mobilier : lit une place, bureau, chaise, placard | Installations : accès internet WiFi 
 Type de logement : 1 T3 de 56m2 - 2 pers Montant de la redevance à partir de septembre 2022 (avant déduction de l'aide au logement - ALS) : 

réservé sur convention

 Equipement : kitchenette, évier, réfrigérateur, plaque de cuisson | Sanitaires : lavabo, douche, WC individuel | Mobilier : 2 lits une place, bureau, chaise, placard | Installations : accès internet WiFi 
 Espace commun : salle de loisirs et de sports, parking, laverie","Connexion Internet
 Aménagements pour personnes à mobilité réduite
 Laverie","Résidence universitaire Nouvelle Vague (ex Bastide Rouge)
 218 avenue Francis Tonner        06150 Cannes-La-Bocca      
 Téléphone : à venir E-mail : nouvellevague@crous-nice.fr",218 avenue Francis Tonner 06150 Cannes-La-Bocca,nouvellevague@crous-nice.fr,,,,,,,,"43.5498925,6.9690747",https://ephoto.nuonet.fr/publication/AjIFMgFjUHYHcVIwVm1SNA9mViIANlcsCToMcgVnVGcCPAcpC2FVcwcw?s=4&bg=000000&t=1&a=0&f=1&o=0&skin=Html,Provence-Alpes-Côte d'Azur,"[20.0, 30.0, 56.0]",56.0,20.0,35.333333333333336
64,Cité Antinéa,À proximité de l'IUT et de l'UFR de Droit et Gestion,La Rochelle,"La cité se situe à proximité de l'IUT et de l'UFR de Droit et Gestion. 
Elle comprend des chambres ""confort "" avec lavabo et disposant de sanitaires collectifs, ainsi que des chambres 3 fonctions équipées d'une cabine individuelle (wc, douche, lavabo). 
  
Moyens d'accès :
Bus : lignes ""Illico"" 3 et 4, N3 et D3 - Arrêt ""La Sole"" 
 Station Libre-service vélos ""IUT"" 
 Station Yélomobile ""EIGSI"" 
  
  
 Horaires d’ouverture des bureaux administratifs :
Tous les matins du lundi au vendredi de 8h30 à 13h. 
Espace accueil-information de 7h45 à 19h45. 
  
  
 Visite virtuelle de la cité","Salle TV
 Salle de travail
 Cuisine
 Internet
 Parking
 wifi
 Laverie
 Baby foot / Billard
 Ascenceur
 Accessibilité

   
 - Vidéo surveillance","Cité Antinéa
 15 rue Vaux de Foletier17000 LA ROCHELLE 
 Téléphone : 05.46.28.21.30E-mail : logement.larochelle@crous-poitiers.fr",15 rue Vaux de Foletier 17000 LA ROCHELLE,logement.larochelle@crous-poitiers.fr,05.46.28.21.30,,https://www.crous-poitiers.fr,https://www.crous-poitiers.fr,http://www.stockcrous.fr/visites/cite%20Antinea/cite_antinea_larochelle.html,https://www.crous-poitiers.fr,https://www.crous-poitiers.fr/logements/demande-de-reparation-pour-un-logement/,"46.1425285339,-1.1519459486",https://admin-v2.crous-mobile.fr//media/crous-images/c76cece5088496ace71ead3dd8054b02.jpeg,Nouvelle-Aquitaine,[],,,
69,Cité Roche d'Argent,À proximité de l'école de commerce et des beaux arts,Poitiers Centre Ville,"La cité se situe à proximité de l'école de commerce et des beaux arts. 
 
Elle comprend des chambres 3 fonctions équipées d'une cabine individuelle (wc, douche, lavabo) et des studios meublés et équipés de Kitchenette et de sanitaires individuels. 
  
Moyens d'accès :
Arrêts de bus : Pont Neuf, Bajon, Anatole France, baptistère Saint-Jean et Musée Sainte-Croix 
   
  
Horaires d’ouverture des bureaux administratifs :
du lundi au vendredi de 8h15 à 13h15 et de 14h à 16h30 sauf le mercredi. 
  
Visite virtuelle de la cité","Salle de travail
 Salle de musique
 Accessibilité
 Cuisine
 Laverie
 wifi
 Internet
  Garage à vélos","Cité Roche d'Argent
 1 rue Roche d'Argent86000 POITIERS 
 Téléphone : 05.49.11.97.78E-mail : cite.rochedargent@crous-poitiers.fr",1 rue Roche d'Argent 86000 POITIERS,cite.rochedargent@crous-poitiers.fr,05.49.11.97.78,,https://www.crous-poitiers.fr,https://www.crous-poitiers.fr,http://www.stockcrous.fr/visites/Roche/cite-roche-d-argent-poitiers.html,https://www.crous-poitiers.fr,https://www.crous-poitiers.fr/logements/demande-de-reparation-pour-un-logement/,"46.5789833069,0.3484134972",https://admin-v2.crous-mobile.fr//media/crous-images/bdf4a40e63f4c36f0e27f4707e6109f4.jpeg,Nouvelle-Aquitaine,[],,,
1024,Farrandu Ettori,campus de la faculté des Sciences,Campus Grimaldi,"Détails

49 lits dans un batiment récent, sur le campus de la faculté des Sciences à proximité de la cafétaria.
Loyer : 412 € / mois
Possibilté APL
Provision : 412 €

Equipements
Studio

Micro-ondes (sur demande)
WC
Douche
Evier + plaque
Frigo
 

Chambre

Micro-ondes (sur demande)
WC
Douche
Frigo","Contrôle d'accès
WIFI
Laverie (bâtiment à proximité)
Cuisine Partagée
Parking
Restaurant U (bâtiment à proximité)","Cité Farrandu Ettori
Quartier Grossetti
20250 Corte
04.95.45.30.30
hebergement@crous-corse.fr",quartier Grossetti  20250 Corte,hebergement@crous-corse.fr,0495453022,,http://www.crous-corse.fr/,http://www.crous-corse.fr/,,http://www.crous-corse.fr/,http://www.crous-corse.fr/,"42.299212,9.152418",http://www.crous-corse.fr/wp-content/uploads/sites/28/2020/05/DSCF6901.jpg,Corse,[],,,
1028,Cité Pascal Paoli I,faculté de Droit et de Lettres,Campus Mariani,"Détails

Des chambres de 12m2 au sein d'une résidence entièrement rénovée en 2019, sur le campus de la faculté de droit et lettres à proximité de la cafétaria.
Loyer : 220 € / mois
Possibilté ALS
Provision : 220 €

Equipements
Chambre

Micro-ondes (sur demande)
WC
Douche
Frigo","Espace Convivialité
Contrôle d'accès
WIFI
Laverie
Cuisine Partagée
Parking
Ascenseur
Vidéo-surveillance
Restaurant U (bâtiment à proximité)
Accès pour personne en situation de handicap
Terrain de Pétanque","Cité Pascal Paoli I
22, av. Jean Nicoli 
20250 Corte
04.95.45.30.00
hebergement@crous-corse.fr","22, av. Jean Nicoli 20250 Corte",,,,http://www.crous-corse.fr/,http://www.crous-corse.fr/,,http://www.crous-corse.fr/,http://www.crous-corse.fr/,"42.304985,9.155395",http://www.crous-corse.fr/wp-content/uploads/sites/28/2020/05/PP1-ANIS-4-min.jpg,Corse,[12.0],12.0,12.0,12.0
1031,Résidence Centrale Fac,proximité de la gare,Quartier Gare,"Détails

10 studios à proximité de la gare et des installations sportives de la ville, à égale distance de la faculté des Sciences et de celle de Droit et de Lettres.
Loyer : 408 € / mois
Possibilté ALS
Provision : 408 €
EDF à la charge du locataire

Equipements
Studio

Micro-ondes (sur demande)
WC
Douche
Evier + plaque
Frigo
Balcon","Contrôle d'accès
Parking","Résidence Centrale Fac
Quartier de la Gare 
20250 Corte
04.95.45.30.00
hebergement@crous-corse.fr",Quartier de la Gare 20250 Corte,,,,http://www.crous-corse.fr/,http://www.crous-corse.fr/,,http://www.crous-corse.fr/,http://www.crous-corse.fr/,"42.3033866882,9.1587095261",http://www.crous-corse.fr/wp-content/uploads/sites/28/2020/05/IMG-5452-e1589355599919.jpg,Corse,[],,,
299,Résidence universitaire de Fouillole,Campus de fouillole - Pointe-à-Pitre,Guadeloupe,"Localisation   Campus de fouillole - Pointe-à-Pitre   Description   Chambre meublée, Cuisine commune sur le palier  Accès   Bus  Types de logements  DénominationLoyer*Dispo Chambres meublées avec cabine trifonction (9 m²)208",,Résidence universitaire de Fouillole  Campus de fouillole - BP 444 - 97164 Pointe-à-Pitre    Téléphone : 0590 89 87 51 E-mail : cite-fouillole@crous-antillesguyane.fr',,,,,,,,,,"16.223865509,-61.5277404785",,Guadeloupe,[9.0],9.0,9.0,9.0
304,Résidence universitaire du Camp Jacob,Campus du camp jacob . Proche des universités I.U.T et D.P.L.S.H,Guadeloupe,"Localisation   Campus du camp jacob . Proche des universités I.U.T et D.P.L.S.H   Description   Studio avec kitchenette et sanitaires individuels. Services disponibles : Accés sécurisé , internet par wifi et laverie  Accès   bus à proximité du campus  Types de logements  DénominationLoyer*Dispo Studio 16 m² équipés,salle d'eau,  mobilier de base : lit bureau, chaise et armoire. Réfrigérateur, plaque de cuisson à la charge des étudiants384",,Résidence universitaire du Camp Jacob  Morne Houël - 97120 saint-Claude    Téléphone : 0590269505 E-mail : cite-camp-jacob-desmarais@crous-antillesguyane.fr',,,,,,,,,,"16.036819458,-61.7018699646",http://stockcrous.fr/static-images/af3039f1acadfdf640df332a6f1434c5.jpg,Guadeloupe,[16.0],16.0,16.0,16.0
306,Résidence universitaire de Desmarais,Cité de la connaissance à Morin /basse terre.,Guadeloupe,"Localisation   Cité de la connaissance à Morin /basse terre. Proche des etablissements  à 30 min (Pensionnat de versailles- Lycée de Gerville Réache- Lycée de Blanchet) . A proximité de L université de Saint -claude (6 km) et du lycée Riviére des péres (8 km)   Description   Studio avec kitchenette et sanitaires individuels. Services disponibles : Accés sécurisé , internet par filaire  Accès   Transport en commun ou vehicules personnels   Types de logements  DénominationLoyer*Dispo Studio 25 m² équipés,salle d'eau,  mobilier de base : lit bureau chaise et armoire. Réfrigérateur , plaque de cuisson à la charge des étudiants425",,Résidence universitaire de Desmarais  Route de Morin - 97100 Basse-Terre    Téléphone : 0590328918 E-mail : cite-camp-jacob-desmarais@crous-antillesguyane.fr',,,,,,,,,,"16.0266971588,-61.701877594",http://stockcrous.fr/static-images/eacdd45dce548817b62f7799f7df0bf5.jpg,Guadeloupe,[25.0],25.0,25.0,25.0
308,Résidences universitaires de Schoelcher,Campus de Schoelcher,Martinique,Localisation   Campus de Schoelcher    Description   Extension  Accès Types de logements  DénominationLoyer*Dispo Chambres meublées avec cabine trifonction 9 m²)225,,Résidences universitaires de Schoelcher  cité universitaire de schoelcher - BP 7208-97275 Schoelcher cédex    Téléphone : 0596610365 E-mail : cite-schoelcher@crous-antillesguyane.fr',,,,,,,,,,"14.6200265884,-61.0930099487",http://stockcrous.fr/static-images/05107daec05c0f083fb899645e7a63f2.jpg,Martinique,[9.0],9.0,9.0,9.0
1130,Résidence Grands Moulins,,Paris 13,"Adresse de la résidence :

54-56 rue des Grands Moulins  75013 Paris

Accès :

Métro : Bibliothèque François Mitterrand (14)
RER : Bibliothèque François Mitterrand

Type de logement




Type

No

Superficiemoyenne
Equipements
Aide
Loyer  TCC *(hors APL/ALS)


T1
35
19 m²
KitchenetteSanitairesPrises TV téléphone
APL
386 €


T1
20
22 m²
414 €



L'accès Internet est compris dans le loyer indiqué.* Les charges locatives ont été révisées en août 2022","Contrôle d'accès
Parking payant
Local à vélos
Accès personnes en situation de handicap
Accès Internet
Salle de réunion
Ascenseur
Résidence située à la lisière de la ZAC Rive Gauche","<![CDATA[ 
<div class=""EncartVert"">
Résidence Grands-Moulins
Accueil et renseignements Résidence Chevaleret81bis, rue du Chevaleret 75013 Paris Horaires :9h à 12h3013h30 à 16h
Contact : GrandMoulins@crous-paris.fr",54-56 rue des Grands Moulins 75013 Paris,GrandMoulins@crous-paris.fr,,<p>9h à 12h30<br />13h30 à 16h</p>,https://www.crous-paris.fr/,https://www.crous-paris.fr/,,https://www.crous-paris.fr/logements/demander-logement-crous/,https://www.crous-paris.fr/,"48.8275985718,2.3764400482",http://www.crous-paris.fr/wp-content/uploads/sites/26/2016/01/Grands-Moulins.jpg,Île-de-France,"[19.0, 22.0]",22.0,19.0,20.5
1134,Résidence Reims,,Paris 13,"Adresse de la résidence :

3-5 rue de Reims 75013 Paris

   
Accès :

Métro : Bibliothèque François Mitterrand
RER : Bibliothèque François Mitterrand
Bus : 27, 62, 64, 132, N31


Type de logement




Type

No

Superficiemoyenne
Equipements
Aide
Loyer* (hors APL/ALS)


T1
32
18 m²
KitchenetteSanitairesPrises TV téléphone
APL
362 €


T1
9
21 m²
402 €



L'accès Internet est compris dans le loyer indiqué. L'électricité est à la charge du locataire.* Les charges locatives ont été révisées en août 2022","Contrôle d'accès
Accès personnes en situation de handicap
Local à vélos
Salle de réunion
Accès Internet","<![CDATA[ 
<div class=""EncartVert"">
Résidence Reims
3-5 rue de Reims75013 Paris
Contact : reims@crous-paris.fr",3-5 rue de Reims 75013 Paris,reims@crous-paris.fr,,,https://www.crous-paris.fr/,https://www.crous-paris.fr/,,https://www.crous-paris.fr/logements/demander-logement-crous/,https://www.crous-paris.fr/,"48.8286018372,2.372179985",http://www.crous-paris.fr/wp-content/uploads/sites/26/2016/01/Reims.jpg,Île-de-France,"[18.0, 21.0]",21.0,18.0,19.5
1138,Résidence Porte de Vanves,,Paris 14,"Adresse de la résidence :

14-16 Place de la Porte de Vanves 75014 Paris

   
Accès :

Métro : Porte de Vanves (ligne 13)
Bus : 58, 63, 70, 87, 95


Type de logement




Type

No

Superficiemoyenne
Equipements
Aide
Loyer TCC *(hors APL/ALS)


T1
26
18 m²
KitchenetteSanitairesPrises TV téléphone
APL
387 €


T1
19
21 m²
416 €


T1
22
23 m²
441 €



L'accès Internet est compris dans le loyer indiqué.* Les charges locatives ont été révisées en août 2022","Contrôle d'accès
Local vélos
Accès personnes en situation de handicap
Accès Internet
Ascenseur","<![CDATA[ 
<p class=""Encart"">Résidence Porte de Vanves
14-16 Place de la Porte de Vanves 75014 Paris",14-16 Place de la Porte de Vanves  75014 Paris,,,,https://www.crous-paris.fr/,https://www.crous-paris.fr/,,https://www.crous-paris.fr/logements/demander-logement-crous/,https://www.crous-paris.fr/,"48.8270797729,2.3039000034",http://www.crous-paris.fr/wp-content/uploads/sites/26/2016/01/Porte-de-Vanves.jpg,Île-de-France,"[18.0, 21.0, 23.0]",23.0,18.0,20.666666666666668
1145,Résidence Vaugirard,,Paris 15,"Adresse de la résidence :

383 rue de Vaugirard 75015 Paris

   
Accès :

Métro : Convention (ligne 12)
Bus : 39, 63, 70, 87


Type de logement




Type

No

Superficiemoyenne
Equipements
Aide
Loyer TCC *(hors APL/ALS)


T1
11
17 m²
KitchenetteSanitairesPrises TV téléphone    
APL    
393 €


T1
38
18 m²
408 €


T1
111
19 m²
422 €


T1
14
21 m²

 443 € 



T1
1
28 m²
531 €



L'accès Internet est compris dans le loyer indiqué.* Les charges locatives ont été révisées en août 2022","Contrôle d'accès
Accès Internet
Accueil jour
Accès personnes en situation de handicap
Ascenseur","<![CDATA[ 
<p class=""Encart"">Résidence Vaugirard
383 rue de Vaugirard 75015 Paris",383 rue de Vaugirard  75015 Paris,,,,https://www.crous-paris.fr/,https://www.crous-paris.fr/,,https://www.crous-paris.fr/logements/demander-logement-crous/,https://www.crous-paris.fr/,"48.8356513977,2.2931199074",http://www.crous-paris.fr/wp-content/uploads/sites/26/2016/01/Vaugirard.jpg,Île-de-France,"[17.0, 18.0, 19.0, 21.0, 28.0]",28.0,17.0,20.6
